# a8f9e966-10c0-4cfb-8807-4880cab69f21
# 39b6245a9ad2c490252216ad921ee7f73e400580
# x_m, y_m, psi_rad
-16.3531615, 13.3610374, -0.9478418
-16.2373590, 13.1986584, -0.9549664
-16.1221904, 13.0344604, -0.9635366
-16.0094089, 12.8704550, -0.9734971
-15.8973794, 12.7037268, -0.9850870
-15.7882557, 12.5369121, -0.9981849
-15.6808299, 12.3675769, -1.0130416
-15.5765467, 12.1973437, -1.0295987
-15.4749600, 12.0248068, -1.0480559
-15.3769220, 11.8506460, -1.0684607
-15.2825716, 11.6742968, -1.0909533
-15.1924035, 11.4957553, -1.1157048
-15.1069606, 11.3150882, -1.1427327
-15.0265094, 11.1318470, -1.1717650
-14.9517160, 10.9466121, -1.2025096
-14.8825191, 10.7587622, -1.2330588
-14.8191541, 10.5693725, -1.2626367
-14.7611753, 10.3777709, -1.2910405
-14.7086362, 10.1850774, -1.3179457
-14.6610845, 9.9906352, -1.3437883
-14.6185707, 9.7955129, -1.3685854
-14.5807773, 9.5991489, -1.3925838
-14.5476524, 9.4021903, -1.4156312
-14.5190955, 9.2046674, -1.4389139
-14.4951306, 9.0058939, -1.4627668
-14.4760291, 8.8074317, -1.4870193
-14.4617243, 8.6072383, -1.5119730
-14.4524317, 8.4081831, -1.5361199
-14.4478127, 8.2073368, -1.5592978
-14.4477050, 8.0082264, -1.5809773
-14.4518314, 7.8073395, -1.6014665
-14.4598483, 7.6083806, -1.6204533
-14.4716139, 7.4081290, -1.6383071
-14.4867413, 7.2091729, -1.6548605
-14.5051128, 7.0097760, -1.6702931
-14.5264142, 6.8109584, -1.6845791
-14.5504353, 6.6125082, -1.6977456
-14.5770263, 6.4139081, -1.7098723
-14.6057987, 6.2164195, -1.7208933
-14.6368356, 6.0180586, -1.7309472
-14.6695113, 5.8214842, -1.7399152
-14.7040477, 5.6240900, -1.7479306
-14.7399477, 5.4276132, -1.7549530
-14.7771871, 5.2310976, -1.7610388
-14.8155736, 5.0345778, -1.7662060
-14.8547686, 4.8388097, -1.7704302
-14.8949052, 4.6421985, -1.7737630
-14.9353275, 4.4470598, -1.7762040
-14.9763471, 4.2510377, -1.7778168
-15.0174800, 4.0556724, -1.7787646
-15.0588025, 3.8603362, -1.7798020
-15.1006009, 3.6638453, -1.7810200
-15.1422061, 3.4695546, -1.7825492
-15.1845830, 3.2733347, -1.7845100
-15.2271679, 3.0781752, -1.7867810
-15.2701962, 2.8831366, -1.7890852
-15.3140132, 2.6866885, -1.7914179
-15.3577832, 2.4925778, -1.7937386
-15.4023092, 2.2972435, -1.7960944
