# 33c5708d-e0e4-479a-aace-4d57cce585ae
# 39b6245a9ad2c490252216ad921ee7f73e400580
# x_m, y_m, psi_rad
-30.8265095, 5.2701812, -2.2973710
-30.9621576, 5.1233023, -2.3244950
-31.0972771, 4.9768341, -2.3076336
-31.2313608, 4.8280330, -2.3033366
-31.3634222, 4.6814817, -2.3047280
-31.4977689, 4.5324730, -2.3041260
-31.6300210, 4.3859524, -2.3067891
-31.7659838, 4.2367894, -2.3135565
-31.8999346, 4.0920302, -2.3213875
-32.0400424, 3.9430834, -2.3299183
-32.1753529, 3.8016254, -2.3380016
-32.3170421, 3.6558774, -2.3461065
-32.4563667, 3.5147967, -2.3536470
-32.5977183, 3.3737170, -2.3605632
-32.7425987, 3.2310356, -2.3670315
-32.8839146, 3.0935422, -2.3726572
-33.0287169, 2.9541536, -2.3777230
-33.1743984, 2.8152524, -2.3822102
-33.3187502, 2.6787560, -2.3859985
-33.4653035, 2.5411461, -2.3892185
-33.6119350, 2.4042699, -2.3918658
-33.7580602, 2.2685061, -2.3939063
-33.9052698, 2.1322163, -2.3953869
-34.0525397, 1.9961995, -2.3963157
-34.1995620, 1.8605882, -2.3966838
-34.3466395, 1.7249505, -2.3964962
-34.4939772, 1.5889454, -2.3957509
-34.6411757, 1.4527904, -2.3944544
-34.7874044, 1.3171045, -2.3925971
-34.9342228, 1.1802804, -2.3901381
-35.0808263, 1.0429033, -2.3871107
-35.2253543, 0.9065703, -2.3835123
-35.3712946, 0.7678120, -2.3792197
-35.5162500, 0.6287196, -2.3743403
-35.6578591, 0.4914271, -2.3688810
-35.8029989, 0.3490416, -2.3625739
-35.9446681, 0.2082316, -2.3557905
-36.0842438, 0.0675173, -2.3483537
-36.2263301, -0.0779866, -2.3401930
-36.3621455, -0.2193855, -2.3318244
-36.5023133, -0.3678976, -2.3228187
-36.6367888, -0.5128818, -2.3144687
-36.7724449, -0.6615520, -2.3066399
-36.9049025, -0.8087628, -2.3007322
-37.0376168, -0.9575501, -2.2987192
-37.1698233, -1.1051892, -2.3049939
-37.3040014, -1.2530622, -2.3057020
-37.4359988, -1.4026488, -2.2773334
-37.5632793, -1.5547008, -2.2661431
-37.6940274, -1.7074079, -2.2925255
-37.8240717, -1.8596729, -2.2451835
-37.9381267, -2.0231825, -2.1092503
-38.0323055, -2.1990096, -2.0309002
-38.1201174, -2.3792406, -2.0170533
-38.2011144, -2.5624082, -1.9445626
-38.2617967, -2.7522930, -1.8145687
-38.3001019, -2.9485153, -1.7207955
-38.3244927, -3.1469629, -1.6710986
-38.3417480, -3.3459465, -1.6472440
-38.3563226, -3.5458451, -1.6390017
-38.3661367, -3.7452435, -1.5927040
-38.3618479, -3.9455628, -1.5000524
-38.3385218, -4.1430730, -1.4096831
-38.2986598, -4.3406923, -1.3367458
-38.2474105, -4.5329164, -1.2886609
-38.1891867, -4.7250021, -1.2689761
-38.1295375, -4.9156923, -1.2650263
-38.0680042, -5.1060021, -1.2489340
-38.0022980, -5.2949288, -1.2238323
-37.9333569, -5.4825373, -1.2174085
-37.8652522, -5.6709867, -1.2340389
-37.7999431, -5.8595165, -1.2336383
-37.7303926, -6.0473011, -1.1917135
-37.6507687, -6.2302459, -1.1336958
-37.5634318, -6.4104818, -1.1116365
-37.4752772, -6.5905324, -1.1228080
-37.3896536, -6.7712883, -1.1322735
-37.3048972, -6.9521828, -1.1312354
-37.2194395, -7.1328682, -1.1276227
-37.1337256, -7.3135789, -1.1290251
-37.0486739, -7.4944330, -1.1325714
-36.9635458, -7.6753297, -1.1277890
-36.8766804, -7.8555258, -1.1144320
-36.7878559, -8.0344009, -1.1074376
-36.6986466, -8.2137015, -1.1128566
-36.6111506, -8.3932343, -1.1186158
-36.5227241, -8.5726698, -1.1037434
-36.4299249, -8.7497864, -1.0717940
-36.3323597, -8.9241427, -1.0526718
-36.2328216, -9.0980922, -1.0525866
-36.1346590, -9.2718633, -1.0598686
-36.0371333, -9.4465924, -1.0628435
-35.9398588, -9.6212433, -1.0619395
-35.8422703, -9.7956611, -1.0591580
-35.7438243, -9.9701437, -1.0547987
-35.6450072, -10.1435586, -1.0513722
-35.5455537, -10.3172586, -1.0506774
-35.4463097, -10.4907952, -1.0519006
-35.3471876, -10.6643812, -1.0517113
-35.2476804, -10.8382077, -1.0497718
-35.1481736, -11.0112864, -1.0487284
-35.0484833, -11.1848171, -1.0504288
-34.9493344, -11.3585051, -1.0531624
-34.8501711, -11.5321176, -1.0492602
-34.7495541, -11.7051765, -1.0378238
-34.6470763, -11.8766640, -1.0280820
-34.5436146, -12.0478585, -1.0278695
-34.4408498, -12.2194758, -1.0343941
-34.3385536, -12.3913033, -1.0311381
-34.2345912, -12.5622100, -1.0153675
-34.1275282, -12.7310504, -0.9978293
-34.0184319, -12.8986394, -0.9915185
-33.9091854, -13.0661512, -0.9953039
-33.8006786, -13.2341119, -0.9986395
-33.6924603, -13.4023049, -0.9989874
-33.5840566, -13.5705049, -0.9977090
-33.4755624, -13.7385022, -0.9971666
-33.3670559, -13.9064610, -0.9973670
-33.2584906, -14.0746333, -0.9977230
-33.1502102, -14.2424866, -0.9980304
-33.0417600, -14.4106931, -0.9981346
-32.9333757, -14.5787329, -0.9976669
-32.8249570, -14.7465472, -0.9966913
-32.7162676, -14.9146233, -0.9972443
-32.6080711, -15.0825844, -1.0002137
-32.5002933, -15.2511725, -1.0025858
-32.3922729, -15.4194684, -0.9962241
-32.2825165, -15.5864206, -0.9810758
-32.1701336, -15.7520119, -0.9695092
-32.0567738, -15.9165702, -0.9671892
-31.9435337, -16.0815061, -0.9710452
-31.8308561, -16.2467060, -0.9729776
-31.7183681, -16.4118984, -0.9726302
-31.6056079, -16.5771951, -0.9716551
-31.4928376, -16.7421700, -0.9707309
-31.3798189, -16.9072488, -0.9705035
-31.2669944, -17.0723341, -0.9724166
-31.1546926, -17.2377022, -0.9759911
-31.0424965, -17.4033265, -0.9733081
-30.9292335, -17.5679846, -0.9617227
-30.8135404, -17.7311665, -0.9477433
-30.6963225, -17.8931645, -0.9426084
-30.5789882, -18.0550732, -0.9455830
-30.4621493, -18.2174176, -0.9478942
-30.3455496, -18.3797399, -0.9473953
-30.2286474, -18.5420740, -0.9463295
-30.1118080, -18.7043236, -0.9474178
-29.9952858, -18.8668162, -0.9496470
-29.8787695, -19.0293459, -0.9470278
-29.7613910, -19.1911801, -0.9386050
-29.6425121, -19.3520039, -0.9308536
-29.5228672, -19.5122206, -0.9288329
-29.4033023, -19.6725125, -0.9311060
-29.2840463, -19.8330265, -0.9322466
-29.1648519, -19.9935631, -0.9317536
-29.0454948, -20.1539848, -0.9304458
-28.9258797, -20.3142486, -0.9287409
-28.8059153, -20.4741818, -0.9246858
-28.6847247, -20.6332318, -0.9134426
-28.5611736, -20.7904783, -0.8956434
-28.4351785, -20.9456993, -0.8840006
-28.3081038, -21.1002067, -0.8827622
-28.1814995, -21.2549455, -0.8870164
-28.0553287, -21.4100886, -0.8885621
-27.9291952, -21.5652406, -0.8875990
-27.8029312, -21.7202364, -0.8869622
-27.6765392, -21.8753431, -0.8873066
-27.5503898, -22.0303183, -0.8876699
-27.4240942, -22.1854154, -0.8869408
-27.2976626, -22.3403065, -0.8856903
-27.1712533, -22.4951626, -0.8872576
-27.0451837, -22.6506292, -0.8921609
-26.9199392, -22.8062356, -0.8919701
-26.7935181, -22.9612904, -0.8795529
-26.6644757, -23.1139474, -0.8589147
-26.5329192, -23.2644633, -0.8481210
-26.4004390, -23.4145809, -0.8492843
-26.2689019, -23.5648498, -0.8537626
-26.1375631, -23.7158029, -0.8552829
-26.0063845, -23.8666156, -0.8543503
-25.8750243, -24.0172753, -0.8530847
-25.7432127, -24.1680537, -0.8517401
-25.6117473, -24.3182166, -0.8521678
-25.4802179, -24.4690600, -0.8557328
-25.3495277, -24.6203673, -0.8600673
-25.2188127, -24.7715494, -0.8536413
-25.0858578, -24.9214765, -0.8349832
-24.9505249, -25.0680093, -0.8176427
-24.8132690, -25.2136221, -0.8145964
-24.6766022, -25.3596716, -0.8230036
-24.5408756, -25.5061979, -0.8219917
-24.4035436, -25.6521393, -0.8073131
-24.2640332, -25.7948982, -0.7880741
-24.1222282, -25.9359752, -0.7793647
-23.9797217, -26.0767900, -0.7809932
-23.8380408, -26.2178707, -0.7855261
-23.6969154, -26.3596524, -0.7898826
-23.5561520, -26.5021779, -0.7922462
-23.4152362, -26.6443097, -0.7854955
-23.2731654, -26.7842918, -0.7688101
-23.1276580, -26.9226473, -0.7539096
-22.9817968, -27.0591532, -0.7529954
-22.8365103, -27.1967089, -0.7634166
-22.6915529, -27.3354408, -0.7602337
-22.5461315, -27.4710282, -0.7371998
-22.3947355, -27.6038524, -0.7043195
-22.2409310, -27.7311764, -0.6801087
-22.0845572, -27.8555184, -0.6651716
-21.9262232, -27.9790576, -0.6621522
-21.7705884, -28.1013929, -0.6724852
-21.6125015, -28.2280436, -0.6727690
-21.4555159, -28.3495187, -0.6382080
-21.2903572, -28.4646836, -0.5827225
-21.1222829, -28.5718716, -0.5586555
-20.9530749, -28.6783371, -0.5684725
-20.7859902, -28.7876949, -0.5925568
-20.6213090, -28.9022502, -0.6172054
-20.4557737, -29.0152558, -0.5643658
-20.2801789, -29.1104173, -0.4249106
-20.0948306, -29.1830723, -0.3356123
-19.9054461, -29.2467783, -0.3228761
-19.7184163, -29.3125138, -0.3615589
-19.5298101, -29.3849343, -0.3422764
-19.3378222, -29.4351151, -0.1436090
-19.1387563, -29.4411948, 0.0749444
-18.9419685, -29.4070384, 0.2757793
-18.7593766, -29.3300056, 0.5271106
-18.5934398, -29.2190903, 0.6053170
-18.4251819, -29.1141481, 0.5304045
-18.2574752, -29.0012113, 0.6956581
-18.1206344, -28.8635970, 0.8437880
-17.9837785, -28.7109257, 0.8111973
-17.8453023, -28.5705745, 0.7911627
-17.7077185, -28.4219007, 0.8713996
-17.5878601, -28.2662578, 0.9489237
-17.4723833, -28.0983262, 0.9806555
-17.3627317, -27.9333562, 0.9872673
-17.2524435, -27.7653793, 0.9920900
-17.1434483, -27.5979195, 0.9952143
-17.0348582, -27.4302905, 0.9964105
-16.9253821, -27.2611896, 0.9958303
-16.8171103, -27.0942491, 0.9951508
-16.7077983, -26.9258251, 0.9951726
-16.5989422, -26.7579886, 0.9956578
-16.4901648, -26.5901223, 0.9959623
-16.3812037, -26.4219003, 0.9960511
-16.2724121, -26.2539374, 0.9959926
-16.1637136, -26.0861603, 0.9958234
-16.0549275, -25.9183270, 0.9955871
-15.9461424, -25.7505658, 0.9954526
-15.8374166, -25.5829238, 0.9954370
-15.7287019, -25.4152825, 0.9955410
-15.6198900, -25.2474311, 0.9957648
-15.5112441, -25.0797321, 0.9961041
-15.4026417, -24.9119561, 0.9965468
-15.2938716, -24.7437393, 0.9970906
-15.1856499, -24.5761552, 0.9977139
-15.0771873, -24.4079553, 0.9984062
-14.9689459, -24.2398314, 0.9991583
-14.8609411, -24.0717912, 0.9999405
-14.7526855, -23.9030658, 1.0007507
-14.6450845, -23.7350586, 1.0015691
-14.5373301, -23.5665090, 1.0023844
-14.4296332, -23.3977473, 1.0031932
-14.3223574, -23.2293512, 1.0039651
-14.2148753, -23.0603511, 1.0046963
-14.1077193, -22.8916017, 1.0053594
-14.0006397, -22.7227506, 1.0058826
-13.8934551, -22.5535648, 1.0062639
-13.7865432, -22.3846927, 1.0065105
-13.6795824, -22.2156749, 1.0066298
-13.5725969, -22.0465972, 1.0066224
-13.4656155, -21.8775524, 1.0064893
-13.3586873, -21.7086648, 1.0062304
-13.2515413, -21.5395536, 1.0058475
-13.1444109, -21.3706317, 1.0053489
-13.0373602, -21.2020433, 1.0047334
-12.9297883, -21.0328855, 1.0040062
-12.8224478, -20.8643811, 1.0031772
-12.7148212, -20.6957563, 1.0022421
-12.6068947, -20.5270269, 1.0012172
-12.4993151, -20.3592343, 1.0001088
-12.3907869, -20.1903914, 0.9989125
-12.2825136, -20.0223981, 0.9976582
-12.1741140, -19.8546831, 0.9963402
-12.0649941, -19.6863498, 0.9949773
-11.9564382, -19.5193895, 0.9935919
-11.8467697, -19.3512353, 0.9921750
-11.7373594, -19.1839928, 0.9907728
-11.6278401, -19.0170930, 0.9893836
-11.5175348, -18.8494969, 0.9880366
-11.4080217, -18.6835782, 0.9867640
-11.2970344, -18.5158796, 0.9855580
-11.1867468, -18.3496536, 0.9844668
-11.0759318, -18.1830072, 0.9834965
-10.9649744, -18.0164648, 0.9827143
-10.8543422, -17.8506547, 0.9821346
-10.7429237, -17.6838564, 0.9816361
-10.6323706, -17.5185245, 0.9811821
-10.5206870, -17.3516181, 0.9811064
-10.4098419, -17.1858612, 0.9817639
-10.2987237, -17.0194079, 0.9822767
-10.1877243, -16.8533214, 0.9806468
-10.0762397, -16.6876260, 0.9749550
-9.9627844, -16.5230434, 0.9574401
-9.8456686, -16.3614144, 0.9295133
-9.7245223, -16.2027539, 0.9099722
-9.6007334, -16.0450145, 0.9022213
-9.4755875, -15.8894408, 0.8800765
-9.3444678, -15.7378000, 0.8311693
-9.2066274, -15.5941464, 0.7875928
-9.0644874, -15.4528657, 0.7837023
-8.9244612, -15.3105475, 0.8001814
-8.7844835, -15.1674893, 0.7870494
-8.6405389, -15.0285100, 0.7463744
-8.4916045, -14.8955642, 0.7137649
-8.3386562, -14.7656890, 0.6966880
-8.1843025, -14.6391913, 0.6725277
-8.0249785, -14.5178828, 0.6251359
-7.8597999, -14.4059831, 0.5690687
-7.6894896, -14.3010632, 0.5399671
-7.5173772, -14.1986383, 0.5360433
-7.3451455, -14.0974806, 0.5229381
-7.1701262, -13.9999105, 0.4911205
-6.9926230, -13.9088757, 0.4606518
-6.8128275, -13.8208278, 0.4540761
-6.6335398, -13.7320912, 0.4652739
-6.4549699, -13.6423069, 0.4636270
-6.2751901, -13.5542021, 0.4450396
-6.0941916, -13.4699238, 0.4291744
-5.9120593, -13.3868666, 0.4291665
-5.7306607, -13.3027417, 0.4380372
-5.5494630, -13.2182193, 0.4320903
-5.3669332, -13.1362299, 0.4099084
-5.1828174, -13.0586200, 0.3898254
-4.9973027, -12.9835629, 0.3809479
-4.8115855, -12.9093139, 0.3797524
-4.6257592, -12.8354367, 0.3766383
-4.4395623, -12.7623463, 0.3712093
-4.2529827, -12.6901858, 0.3674175
-4.0663731, -12.6184696, 0.3669563
-3.8796069, -12.5465861, 0.3670340
-3.6927870, -12.4752939, 0.3610013
-3.5054123, -12.4057578, 0.3490343
-3.3170361, -12.3383130, 0.3395003
-3.1284572, -12.2722380, 0.3354477
-2.9394781, -12.2064742, 0.3339133
-2.7504512, -12.1413274, 0.3293483
-2.5610611, -12.0773374, 0.3223075
-2.3712109, -12.0142975, 0.3199917
-2.1816292, -11.9511340, 0.3243328
-1.9921157, -11.8869436, 0.3266487
-1.8024848, -11.8236275, 0.3156197
-1.6117886, -11.7635793, 0.2945265
-1.4200284, -11.7067416, 0.2841575
-1.2281964, -11.6505529, 0.2880609
-1.0365395, -11.5931432, 0.2921727
-0.8449562, -11.5360530, 0.2852045
-0.6526781, -11.4811806, 0.2714184
-0.4598458, -11.4281870, 0.2667429
-0.2670881, -11.3750885, 0.2722345
-0.0745189, -11.3210459, 0.2729750
0.1182506, -11.2680361, 0.2617431
0.3118446, -11.2180004, 0.2454326
0.5060172, -11.1701682, 0.2394414
0.7002147, -11.1224669, 0.2433347
0.8942252, -11.0740014, 0.2453957
1.0882437, -11.0256451, 0.2422563
1.2824815, -10.9782058, 0.2372146
1.4769293, -10.9315090, 0.2345621
1.6714160, -10.8850979, 0.2344006
1.8658373, -10.8384346, 0.2372192
2.0601330, -10.7909079, 0.2430289
2.2541658, -10.7426944, 0.2416353
2.4486692, -10.6961551, 0.2256475
2.6440578, -10.6539007, 0.2014646
2.8402436, -10.6152044, 0.1905147
3.0366207, -10.5771878, 0.1939852
3.2326772, -10.5381344, 0.1984308
3.4287733, -10.4986717, 0.1979230
3.6248319, -10.4597148, 0.1944954
3.8210875, -10.4212940, 0.1923971
4.0174021, -10.3831387, 0.1918243
4.2135945, -10.3449056, 0.1935143
4.4098960, -10.3060551, 0.1976687
4.6058224, -10.2665590, 0.1982180
4.8021013, -10.2280955, 0.1868060
4.9989414, -10.1929848, 0.1660286
5.1963255, -10.1613348, 0.1539889
5.3941173, -10.1308278, 0.1540960
5.5914623, -10.0996571, 0.1587666
5.7889424, -10.0677914, 0.1607504
5.9863095, -10.0358062, 0.1602565
6.1836939, -10.0040774, 0.1582868
6.3813793, -9.9728348, 0.1549817
6.5788515, -9.9424490, 0.1500650
6.7767566, -9.9131778, 0.1433124
6.9747273, -9.8853927, 0.1360397
7.1728453, -9.8586124, 0.1335728
7.3711802, -9.8317607, 0.1363811
7.5690788, -9.8044034, 0.1372490
7.7673418, -9.7774902, 0.1314901
7.9656635, -9.7523206, 0.1209456
8.1642323, -9.7290784, 0.1125670
