-17.7378753, -27.2519697, -0.7442798
-17.5879019, -27.3873728, -0.7244823
-17.4375643, -27.5178271, -0.7049121
-17.2836965, -27.6461245, -0.6851328
-17.1274551, -27.7712561, -0.6654484
-16.9695571, -27.8927185, -0.6459963
-16.8080782, -28.0120303, -0.6267642
-16.6458186, -28.1272491, -0.6082833
-16.4803305, -28.2403057, -0.5905875
-16.3135477, -28.3501283, -0.5742802
-16.1457353, -28.4569417, -0.5597090
-15.9749212, -28.5624337, -0.5471068
-15.8053117, -28.6645080, -0.5368096
-15.6324320, -28.7663261, -0.5278456
-15.4600339, -28.8658893, -0.5194578
-15.2862961, -28.9640883, -0.5090825
-15.1117984, -29.0599638, -0.4948175
-14.9359191, -29.1527683, -0.4752913
-14.7561079, -29.2425090, -0.4497347
-14.5775508, -29.3254983, -0.4191167
-14.3909719, -29.4044764, -0.3808580
-14.2062506, -29.4741704, -0.3403285
-14.0143569, -29.5374640, -0.2965160
-13.8233375, -29.5912831, -0.2526996
-13.6269778, -29.6373153, -0.2077723
-13.4318322, -29.6739858, -0.1637957
-13.2320212, -29.7024584, -0.1192891
-13.0345055, -29.7217843, -0.0758662
-12.8334168, -29.7326491, -0.0321018
-12.6344571, -29.7347518, 0.0108594
-12.4341111, -29.7282798, 0.0536827
-12.2347484, -29.7133087, 0.0961363
-12.0361944, -29.6899486, 0.1380127
-11.8383920, -29.6582593, 0.1796483
-11.6425559, -29.6185291, 0.2205590
-11.4482517, -29.5708098, 0.2610377
-11.2559188, -29.5152805, 0.3009635
-11.0663216, -29.4523265, 0.3401228
-10.8787335, -29.3818124, 0.3788590
-10.6944142, -29.3043534, 0.4166961
-10.5131454, -29.2200378, 0.4539474
-10.3345592, -29.1288145, 0.4904080
-10.1608018, -29.0320459, 0.5257530
-9.9881886, -28.9278017, 0.5606720
-9.8223056, -28.8197195, 0.5941658
-9.6566223, -28.7037035, 0.6272854
-9.4981570, -28.5850502, 0.6578035
-9.3406118, -28.4595761, 0.6871067
-9.1891488, -28.3317706, 0.7143354
-9.0391297, -28.1982152, 0.7403790
-8.8942698, -28.0624556, 0.7654399
-8.7512623, -27.9215876, 0.7902723
-8.6129303, -27.7784396, 0.8146819
-8.4773963, -27.6311280, 0.8394391
-8.3460198, -27.4809860, 0.8645347
-8.2182864, -27.3273130, 0.8901858
-8.0946752, -27.1705309, 0.9160632
-7.9749560, -27.0104671, 0.9409326
-7.8593417, -26.8478465, 0.9643609
-7.7470820, -26.6820782, 0.9864596
-7.6389109, -26.5147626, 1.0071181
-7.5334138, -26.3441190, 1.0268622
-7.4320790, -26.1729649, 1.0454614
-7.3328728, -25.9981943, 1.0634256
-7.2378549, -25.8237789, 1.0803929
-7.1445987, -25.6455762, 1.0968215
-7.0553428, -25.4681881, 1.1122909
-6.9677296, -25.2872677, 1.1272266
-6.8837314, -25.1071957, 1.1413255
-6.8014207, -24.9241740, 1.1548909
-6.7222262, -24.7416779, 1.1678213
-6.6449470, -24.5570934, 1.1807732
-6.5700919, -24.3716240, 1.1935459
-6.4978473, -24.1859809, 1.2056941
-6.4269605, -23.9971961, 1.2174020
-6.3593815, -23.8108873, 1.2281028
-6.2927085, -23.6209789, 1.2380758
-6.2285431, -23.4325011, 1.2470993
-6.1657502, -23.2427280, 1.2552605
-6.1041000, -23.0514431, 1.2626270
-6.0444313, -22.8618480, 1.2690046
-5.9852714, -22.6698869, 1.2745401
-5.9274736, -22.4789012, 1.2791652
-5.8704326, -22.2875462, 1.2828693
-5.8135891, -22.0945504, 1.2857128
-5.7578724, -21.9037010, 1.2876346
-5.7020572, -21.7114602, 1.2886687
-5.6463114, -21.5190290, 1.2888320
-5.5907764, -21.3275227, 1.2881188
-5.5347417, -21.1351197, 1.2865359
-5.4784712, -20.9433405, 1.2841121
-5.4216909, -20.7518387, 1.2808570
-5.3640158, -20.5599093, 1.2767649
-5.3056895, -20.3689279, 1.2718855
-5.2462904, -20.1780409, 1.2662253
-5.1856473, -19.9872350, 1.2597768
-5.1238248, -19.7972161, 1.2526025
-5.0605339, -19.6075521, 1.2447091
-4.9956568, -19.4183529, 1.2360858
-4.9290715, -19.2296996, 1.2267979
-4.8607533, -19.0419054, 1.2168644
-4.7904330, -18.8546211, 1.2062518
-4.7180311, -18.6680068, 1.1950468
-4.6437186, -18.4828050, 1.1832723
-4.5668535, -18.2977570, 1.1708456
-4.4877578, -18.1139517, 1.1579159
-4.4066821, -17.9321779, 1.1444906
-4.3222473, -17.7496710, 1.1303976
-4.2357902, -17.5695865, 1.1159210
-4.1468324, -17.3910817, 1.1009290
-4.0544182, -17.2125308, 1.0853694
-3.9601902, -17.0372729, 1.0695105
-3.8623147, -16.8620884, 1.0530196
-3.7617071, -16.6888593, 1.0361730
-3.6592882, -16.5192099, 1.0190509
-3.5517946, -16.3480015, 1.0011945
-3.4431636, -16.1816580, 0.9832956
-3.3303022, -16.0155225, 0.9648095
-3.2147998, -15.8521129, 0.9461544
-3.0970409, -15.6919611, 0.9273468
-2.9745746, -15.5318767, 0.9081602
-2.8517879, -15.3775412, 0.8893411
-2.7226410, -15.2214152, 0.8700694
-2.5942877, -15.0720858, 0.8515682
-2.4594243, -14.9209667, 0.8328446
-2.3254995, -14.7763057, 0.8150948
-2.1856769, -14.6305619, 0.7971353
-2.0459727, -14.4900411, 0.7795057
-1.9020328, -14.3503971, 0.7607441
-1.7567191, -14.2147834, 0.7406652
